"species","synonyms"
"Minervarya greenii","Rana greenii"
"Minervarya greenii","Rana limnocharis greenii"
"Minervarya greenii","Zakerana greenii"
"Minervarya jhilmilensis","Fejervarya jhilmilensis"
"Minervarya jhilmilensis","Minervarya jhilmilensis"
"Minervarya kadar","Fejervarya kadar"
"Minervarya kadar","Minervarya kadar"
"Minervarya kalinga","Fejervarya kalinga"
"Minervarya kalinga","Minervarya kalinga"
"Minervarya keralensis","Dicroglossus verrucosus"
"Minervarya keralensis","Euphlyctis keralensis"
"Minervarya keralensis","Fejervarya keralensis"
"Minervarya keralensis","Limnonectes (Fejervarya) keralensis"
"Minervarya keralensis","Limnonectes keralensis"
"Minervarya keralensis","Minervarya keralensi"
"Minervarya keralensis","Minervarya keralensis"
"Minervarya keralensis","Rana (Euphlyctis) keralensis"
"Minervarya keralensis","Rana (Fejervarya) keralensis"
"Minervarya keralensis","Rana (Rana) verrucosa"
"Minervarya keralensis","Rana keralensis"
"Minervarya keralensis","Rana verrucosa"
"Minervarya keralensis","Zakerana keralensis"
"Minervarya kirtisinghei","Fejervarya kirtisinghei"
"Minervarya kirtisinghei","Limnonectes (Fejervarya) kirtisinghei"
"Minervarya kirtisinghei","Limnonectes kirtisinghei"
"Minervarya kirtisinghei","Minervarya kirtisinghei"
"Minervarya kirtisinghei","Zakerana kirtisinghei"
"Minervarya krishnan","Fejervarya krishnan"
"Minervarya krishnan","Minervarya krishnan"
"Minervarya kudremukhensis","Fejervarya kudremukhensis"
"Minervarya kudremukhensis","Minervarya kudremukhensis"
"Minervarya kudremukhensis","Zakerana kudremukhensis"
"Minervarya manoharani","Fejervarya manoharani"
"Minervarya manoharani","Minervarya manoharani"
"Minervarya marathi","Fejervarya marathi"
"Minervarya marathi","Minervarya marathi"
"Minervarya modesta","Fejervarya modesta"
"Minervarya modesta","Minervarya modesta"
"Minervarya modesta","Nyctibatrachus modestus"
"Minervarya modesta","Nyctibatrachus sanctipalustris var. modestus"
"Minervarya muangkanensis","Fejervarya muangkanensis"
"Minervarya muangkanensis","Minervarya muangkanensis"
"Minervarya mudduraja","Fejervarya mudduraja"
"Minervarya mudduraja","Minervarya mudduraja"
"Minervarya mudduraja","Zakerana mudduraja"
"Minervarya murthii","Fejervarya murthii"
"Minervarya murthii","Limnonectes (Fejervarya) murthii"
"Minervarya murthii","Limnonectes murthii"
"Minervarya murthii","Minervarya murthii"
"Minervarya murthii","Rana murthii"
"Minervarya murthii","Zakerana murthii"
"Minervarya mysorensis","Euphlyctis limnocharis mysorensis"
"Minervarya mysorensis","Fejervarya mysorensis"
"Minervarya mysorensis","Limnonectes mysorensis"
"Minervarya mysorensis","Minervarya mysorensis"
"Minervarya mysorensis","Rana (Rana) limnocharis mysorensis"
"Minervarya mysorensis","Rana limnocharis mysorensis"
"Minervarya mysorensis","Zakerana mysorensis"
"Minervarya neilcoxi","Fejervarya neilcoxi"
"Minervarya neilcoxi","Minervarya neilcoxi"
"Minervarya nepalensis","Euphlyctis nepalensis"
"Minervarya nepalensis","Fejervarya nepalensis"
"Minervarya nepalensis","Limnonectes (Fejervarya) nepalensis"
"Minervarya nepalensis","Limnonectes nepalensis"
"Minervarya nepalensis","Minervarya nepalensis"
"Minervarya nepalensis","Rana (Euphlyctis) nepalensis"
"Minervarya nepalensis","Rana (Fejervarya) nepalensis"
"Minervarya nepalensis","Rana nepalensis"
"Minervarya nepalensis","Zakerana nepalensis"
"Minervarya nicobariensis","Fejervarya nicobariensis"
"Minervarya nicobariensis","Limnonectes (Fejervarya) nicobariensis"
"Minervarya nicobariensis","Limnonectes nicobariensis"
"Minervarya nicobariensis","Lymnodytes nicobariensis"
"Minervarya nicobariensis","Minervarya nicobariensis"
"Minervarya nicobariensis","Rana gracilis var. nicobariensis"
"Minervarya nilagirica","Euphlyctis limnocharis nilagirica"
"Minervarya nilagirica","Fejervarya nilagirica"
"Minervarya nilagirica","Fejervarya nilagiricus"
"Minervarya nilagirica","Limnonectes (Fejervarya) nilagirica"
"Minervarya nilagirica","Limnonectes nilagirica"
"Minervarya nilagirica","Minervarya nilagirica"
"Minervarya nilagirica","Rana (Fejervarya) nilagirica"
"Minervarya nilagirica","Rana limnocharis nilagirica"
"Minervarya nilagirica","Rana nilagirica"
"Minervarya nilagirica","Zakerana nilagirica"
"Minervarya parambikulamana","Fejervarya parambikulamana"
"Minervarya parambikulamana","Fejervarya paramkibulamana"
"Minervarya parambikulamana","Limnonectes (Fejervarya) paramkibulamana"
"Minervarya parambikulamana","Limnonectes paramkibulamana"
"Minervarya parambikulamana","Minervarya parambikulamana"
"Minervarya parambikulamana","Rana (Tomopterna) parambikulamana"
"Minervarya parambikulamana","Rana parambikulamana"
"Minervarya parambikulamana","Sphaerotheca parambikulamana"
"Minervarya parambikulamana","Tomopterna parambikulamana"
"Minervarya parambikulamana","Zakerana parambikulamana"
"Minervarya pierrei","Euphlyctis pierrei"
"Minervarya pierrei","Fejervarya pierrei"
"Minervarya pierrei","Limnonectes (Fejervarya) pierrei"
"Minervarya pierrei","Limnonectes pierrei"
"Minervarya pierrei","Minervarya pierrei"
"Minervarya pierrei","Rana (Euphlyctis) pierrei"
"Minervarya pierrei","Rana (Fejervarya) pierrei"
"Minervarya pierrei","Rana pierrei"
"Minervarya pierrei","Zakerana pierrei"
"Minervarya rufescens","Fejervarya rufescens"
"Minervarya rufescens","Limnonectes (Fejervarya) rufescens"
"Minervarya rufescens","Limnonectes rufescens"
"Minervarya rufescens","Minervarya rufescens"
"Minervarya rufescens","Pyxicephalus rufescens"
"Minervarya rufescens","Rana (Fejervarya) rufescens"
"Minervarya rufescens","Rana (Tomopterna) rufescens"
"Minervarya rufescens","Rana rufescens"
"Minervarya rufescens","Sphaerotheca rufescens"
"Minervarya rufescens","Tomopterna rufescens"
"Minervarya rufescens","Zakerana rufescens"
"Minervarya sahyadris","Fejervarya sahyadris"
"Minervarya sahyadris","Minervarya sahyadris"
"Minervarya sauriceps","Fejervarya sauriceps"
"Minervarya sauriceps","Hylorana sauriceps"
"Minervarya sauriceps","Limnonectes (Fejervarya) sauriceps"
"Minervarya sauriceps","Limnonectes sauriceps"
"Minervarya sauriceps","Minervarya sauriceps"
"Minervarya sauriceps","Rana (Fejervarya) sauriceps"
"Minervarya sauriceps","Rana (Hylorana) sauriceps"
"Minervarya sauriceps","Rana sauriceps"
"Minervarya sauriceps","Zakerana sauriceps"
"Minervarya sengupti","Fejervarya senguptai"
"Minervarya sengupti","Fejervarya sengupti"
"Minervarya sengupti","Minervarya senguptai"
"Minervarya sengupti","Minervarya sengupti"
"Minervarya sengupti","Zakerana sengupti"
"Minervarya syhadrensis","Dicroglossus syhadrensis"
"Minervarya syhadrensis","Euphlyctis syhadrensis"
"Minervarya syhadrensis","Fejervarya syhadrensis"
"Minervarya syhadrensis","Limnonectes (Fejervarya) syhadrensis"
"Minervarya syhadrensis","Limnonectes syhadrensis"
"Minervarya syhadrensis","Minervarya syhadrensis"
"Minervarya syhadrensis","Rana (Dicroglossus) syhadrensis"
"Minervarya syhadrensis","Rana (Euphlyctis) syhadrensis"
"Minervarya syhadrensis","Rana (Fejervarya) syhadrensis"
"Minervarya syhadrensis","Rana limnocharis syhadrensis"
"Minervarya syhadrensis","Rana syhadrensis"
"Minervarya syhadrensis","Zakerana syhadrensis"
"Minervarya teraiensis","Fejervarya teraiensis"
"Minervarya teraiensis","Limnonectes (Fejervarya) teraiensis"
"Minervarya teraiensis","Limnonectes teraiensis"
"Minervarya teraiensis","Minervarya teraiensis"
"Minervarya teraiensis","Rana (Fejervarya) teraiensis"
"Minervarya teraiensis","Rana teraiensis"
"Minervarya teraiensis","Zakerana teraiensis"
"Nannophrys ceylonensis","Nannophrys ceylonensis"
"Nannophrys ceylonensis","Trachucephalus ceylanicus"
"Nannophrys ceylonensis","Trachycephalus ceylanicus"
"Nannophrys guentheri","Nannophrys guentheri"
"Nannophrys marmorata","Nannophrys ceylonensis marmorata"
"Nannophrys marmorata","Nannophrys marmorata"
"Nannophrys naeyakai","Nannophrys naeyakai"
"Nanorana aenea","Chaparana (Chaparana) aenea"
"Nanorana aenea","Chaparana (Chaparana) fansipani"
"Nanorana aenea","Chaparana aenea"
"Nanorana aenea","Chaparana fansipani"
"Nanorana aenea","Nanorana (Chaparana) aenea"
"Nanorana aenea","Nanorana aenea"
"Nanorana aenea","Paa aenea"
"Nanorana aenea","Rana (Chaparana) fansipani"
"Nanorana aenea","Rana (Paa) aenea"
"Nanorana aenea","Rana aenea"
"Nanorana aenea","Rana fansipani"
"Nanorana annandalii","Chaparana (Paa) annandalii"
"Nanorana annandalii","Chaparana annandalii"
"Nanorana annandalii","Nanorana annandalii"
"Nanorana annandalii","Paa (Paa) annandalii"
"Nanorana annandalii","Paa annandalii"
"Nanorana annandalii","Rana (Paa) annandalii"
"Nanorana annandalii","Rana (Rana) annandalii"
"Nanorana annandalii","Rana annandalii"
"Nanorana arnoldi","Chaparana (Paa) arnoldi"
"Nanorana arnoldi","Chaparana arnoldi"
"Nanorana arnoldi","Maculopaa arnoldi"
"Nanorana arnoldi","Nanorana arnoldi"
"Nanorana arnoldi","Paa (Paa) arnoldi"
"Nanorana arnoldi","Paa arnoldi"
"Nanorana arnoldi","Rana (Paa) arnoldi"
"Nanorana arnoldi","Rana arnoldi"
"Nanorana arunachalensis","Nanorana arunachalensis"
"Nanorana arunachalensis","Odorrana arunachalensis"
"Nanorana blanfordii","Chaparana (Paa) blanfordii"
"Nanorana blanfordii","Chaparana blanfordii"
"Nanorana blanfordii","Nanorana blanfordii"
"Nanorana blanfordii","Paa (Paa) blanfordii"
"Nanorana blanfordii","Paa (Paa) yadongensis"
"Nanorana blanfordii","Paa blanfordii"
"Nanorana blanfordii","Paa yadongensis"
"Nanorana blanfordii","Rana (Paa) blanfordii"
"Nanorana blanfordii","Rana (Rana) blanfordii"
"Nanorana blanfordii","Rana blanfordii"
"Nanorana blanfordii","Rana yadongensis"
"Nanorana chayuensis","Chaparana (Paa) chayuensis"
"Nanorana chayuensis","Chaparana chayuensis"
"Nanorana chayuensis","Maculopaa chayuensis"
"Nanorana chayuensis","Nanorana (Paa) chayuensis"
"Nanorana chayuensis","Nanorana chayuensis"
"Nanorana chayuensis","Paa (Paa) chayuensis"
"Nanorana chayuensis","Paa chayuensis"
"Nanorana chayuensis","Rana maculosa chayuensis"
"Nanorana conaensis","Chaparana (Paa) conaensis"
"Nanorana conaensis","Chaparana conaensis"
"Nanorana conaensis","Maculopaa conaensis"
"Nanorana conaensis","Nanorana (Paa) conaensis"
"Nanorana conaensis","Nanorana conaensis"
"Nanorana conaensis","Paa (Paa) conaensis"
"Nanorana conaensis","Paa conaensis"
"Nanorana conaensis","Rana (Paa) conaensis"
"Nanorana conaensis","Rana conaensis"
"Nanorana ercepeae","Chaparana (Paa) ercepeae"
"Nanorana ercepeae","Chaparana ercepeae"
"Nanorana ercepeae","Nanorana ercepeae"
"Nanorana ercepeae","Paa (Paa) ercepeae"
"Nanorana ercepeae","Paa ercepeae"
"Nanorana ercepeae","Rana (Paa) ercepeae"
"Nanorana ercepeae","Rana ercepeae"
"Nanorana feae","Gynandropaa (Gynandropaa) feae"
"Nanorana feae","Gynandropaa feae"
"Nanorana feae","Nanorana feae"
"Nanorana feae","Paa (Gynandropaa) feae"
"Nanorana feae","Paa (Paa) feae"
"Nanorana feae","Paa feae"
"Nanorana feae","Rana (Paa) feae"
"Nanorana feae","Rana (Rana) feae"
"Nanorana feae","Rana feae"
"Nanorana gammii","Chaparana (Chaparana) gammii"
"Nanorana gammii","Chaparana gammii"
"Nanorana gammii","Nanorana gammii"
"Nanorana gammii","Rana (Rana) gammiei"
"Nanorana gammii","Rana gammiei"
"Nanorana gammii","Rana Gammii"
"Nanorana kangxianensis","Feirana kangxianensis"
"Nanorana kangxianensis","Nanorana kangxianensis"
"Nanorana liebigii","Chaparana (Paa) liebigii"
"Nanorana liebigii","Chaparana liebigii"
"Nanorana liebigii","Megalophrys gigas"
"Nanorana liebigii","Nanorana (Paa) liebigii"
"Nanorana liebigii","Nanorana liebigii"
"Nanorana liebigii","Paa (Paa) liebigii"
"Nanorana liebigii","Paa liebigii"
"Nanorana liebigii","Rana (Paa) liebigii"
"Nanorana liebigii","Rana (Rana) liebigii"
"Nanorana liebigii","Rana gigas"
"Nanorana liebigii","Rana liebigii"
"Nanorana maculosa","Chaparana (Paa) maculosa"
"Nanorana maculosa","Chaparana maculosa"
"Nanorana maculosa","Maculopaa maculosa"
"Nanorana maculosa","Nanorana (Paa) maculosa"
"Nanorana maculosa","Nanorana maculosa"
"Nanorana maculosa","Paa (Paa) maculosa"
"Nanorana maculosa","Paa maculosa"
"Nanorana maculosa","Rana (Paa) maculosa"
"Nanorana maculosa","Rana maculosa"
"Nanorana medogensis","Chaparana (Paa) medogensis"
"Nanorana medogensis","Chaparana medogensis"
"Nanorana medogensis","Maculopaa medogensis"
"Nanorana medogensis","Nanorana (Paa) medogensis"
"Nanorana medogensis","Nanorana medogensis"
"Nanorana medogensis","Paa (Paa) medogensis"
"Nanorana medogensis","Paa medogensis"
"Nanorana minica","Chaparana (Paa) minica"
"Nanorana minica","Chaparana minica"
"Nanorana minica","Nanorana minica"
"Nanorana minica","Paa (Paa) minica"
"Nanorana minica","Paa minica"
"Nanorana minica","Paa tuberculata"
"Nanorana minica","Rana (Paa) minica"
"Nanorana minica","Rana (Paa) tuberculata"
"Nanorana minica","Rana minica"
"Nanorana minica","Rana tuberculata"
"Nanorana mokokchungensis","Chaparana (Paa) mokokchungensis"
"Nanorana mokokchungensis","Chaparana mokokchungensis"
"Nanorana mokokchungensis","Maculopaa mokokchungensis"
"Nanorana mokokchungensis","Nanorana mokokchungensis"
"Nanorana mokokchungensis","Paa (Paa) mokokchungensis"
"Nanorana mokokchungensis","Paa mokokchungensis"
"Nanorana mokokchungensis","Scutiger mokokchungensis"
"Nanorana parkeri","Altirana parkeri"
"Nanorana parkeri","Nanorana (Altirana) parkeri"
"Nanorana parkeri","Nanorana (Nanorana) parkeri"
"Nanorana parkeri","Nanorana parkeri"
"Nanorana parkeri","Rana (Altirana) parkeri"
"Nanorana parkeri","Rana parkeri"
"Nanorana phrynoides","Gynandropaa phrynoides"
"Nanorana phrynoides","Nanorana phrynoides"
"Nanorana phrynoides","Paa phrynoides"
"Nanorana phrynoides","Rana (Paa) phrynoides"
"Nanorana phrynoides","Rana (Rana) phrynoides"
"Nanorana phrynoides","Rana phrynoides"
"Nanorana pleskei","Montorana ahli"
"Nanorana pleskei","Nannorana pleskei"
"Nanorana pleskei","Nanorana (Nanorana) pleskei"
"Nanorana pleskei","Nanorana pleskei"
"Nanorana pleskei","Nanorana Pleskei"
"Nanorana pleskei","Rana (Nanorana) pleskei"
"Nanorana pleskei","Rana pleskei"
"Nanorana pleskei","Rana Pleskei"
"Nanorana polunini","Chaparana (Paa) polunini"
"Nanorana polunini","Chaparana polunini"
"Nanorana polunini","Nanorana polunini"
"Nanorana polunini","Paa (Paa) polunini"
"Nanorana polunini","Paa polunini"
"Nanorana polunini","Rana (Paa) polunini"
"Nanorana polunini","Rana polunini"
"Nanorana quadranus","Chaparana (Feirana) quadranus"
"Nanorana quadranus","Chaparana quadranus"
"Nanorana quadranus","Feirana quadrana"
"Nanorana quadranus","Feirana quadranus"
"Nanorana quadranus","Gynandropaa (Feirana) quadranus"
"Nanorana quadranus","Gynandropaa quadranus"
"Nanorana quadranus","Nanorana (Chaparana) quadranus"
"Nanorana quadranus","Nanorana quadranus"
"Nanorana quadranus","Paa (Feirana) quadrana"
"Nanorana quadranus","Paa (Quadrana) quadrana"
"Nanorana quadranus","Paa quadrana"
"Nanorana quadranus","Paa quadranus"
"Nanorana quadranus","Quadrana quadrana"
"Nanorana quadranus","Rana (Paa) quadranus"
"Nanorana quadranus","Rana quadrana"
"Nanorana quadranus","Rana quadranus"
"Nanorana rarica","Chaparana (Paa) rarica"
"Nanorana rarica","Chaparana rarica"
"Nanorana rarica","Nanorana rarica"
"Nanorana rarica","Paa (Paa) rara"
"Nanorana rarica","Paa (Paa) rarica"
"Nanorana rarica","Paa rara"
"Nanorana rarica","Paa rarica"
"Nanorana rarica","Rana (Paa) rara"
"Nanorana rarica","Rana rara"
"Nanorana rostandi","Chaparana (Paa) rostandi"
"Nanorana rostandi","Chaparana rostandi"
"Nanorana rostandi","Nanorana rostandi"
"Nanorana rostandi","Paa (Paa) rostandi"
"Nanorana rostandi","Paa rostandi"
"Nanorana rostandi","Rana (Paa) rostandi"
"Nanorana rostandi","Rana rostandi"
"Nanorana sichuanensis","Gynandropaa (Gynandropaa) liui"
"Nanorana sichuanensis","Gynandropaa (Gynandropaa) sichuanensis"
"Nanorana sichuanensis","Gynandropaa liui"
"Nanorana sichuanensis","Gynandropaa sichuanensis"
"Nanorana sichuanensis","Nanorana liui"
"Nanorana sichuanensis","Nanorana sichuanensis"
"Nanorana sichuanensis","Paa (Gynandropaa) liui"
"Nanorana sichuanensis","Paa (Gynandropaa) sichuanensis"
"Nanorana sichuanensis","Paa (Paa) liui"
"Nanorana sichuanensis","Paa (Paa) muta"
"Nanorana sichuanensis","Paa liui"
"Nanorana sichuanensis","Paa muta"
"Nanorana sichuanensis","Paa sichuanensis"
"Nanorana sichuanensis","Rana (Paa) liui"
"Nanorana sichuanensis","Rana (Paa) sichuanensis"
"Nanorana sichuanensis","Rana liui"
"Nanorana sichuanensis","Rana muta"
"Nanorana sichuanensis","Rana sichuanensis"
"Nanorana taihangnica","Chaparana (Paa) taihangnica"
"Nanorana taihangnica","Chaparana taihangnica"
"Nanorana taihangnica","Feirana taihangnica"
"Nanorana taihangnica","Feirana taihangnicus"
"Nanorana taihangnica","Nanorana (Chaparana) taihangnica"
"Nanorana taihangnica","Nanorana taihangnica"
"Nanorana taihangnica","Paa (Feirana) taihangnica"
"Nanorana taihangnica","Paa (Feirana) taihangnicus"
"Nanorana taihangnica","Paa taihangnica"
"Nanorana taihangnica","Paa taihangnicus"
"Nanorana unculuanus","Chaparana (Chaparana) unculuanus"
"Nanorana unculuanus","Chaparana unculuanus"
"Nanorana unculuanus","Nanorana unculuanus"
"Nanorana unculuanus","Paa (Unculuana) unculuana"
"Nanorana unculuanus","Paa (Unculuana) unculuanus"
"Nanorana unculuanus","Paa unculuana"
"Nanorana unculuanus","Paa unculuanus"
"Nanorana unculuanus","Rana (Rana) unculuanus"
"Nanorana unculuanus","Rana unculuana"
"Nanorana unculuanus","Rana unculuanus"
"Nanorana unculuanus","Unculuana unculuana"
"Nanorana unculuanus","Unculuana unculuanus"
"Nanorana unculuanus","Unculurana unculuanus"
"Nanorana ventripunctata","Nanorana (Nanorana) ventripunctata"
"Nanorana ventripunctata","Nanorana ventripunctata"
"Nanorana vicina","Chaparana (Paa) vicina"
"Nanorana vicina","Chaparana vicina"
"Nanorana vicina","Nanorana vicina"
"Nanorana vicina","Paa (Paa) vicina"
"Nanorana vicina","Paa vicina"
"Nanorana vicina","Rana (Paa) vicina"
"Nanorana vicina","Rana (Rana) vicina"
"Nanorana vicina","Rana vicina"
"Nanorana yunnanensis","Chaparana yunnanensis"
"Nanorana yunnanensis","Gynandropaa (Gynandropaa) yunnanensis"
"Nanorana yunnanensis","Gynandropaa bourreti"
"Nanorana yunnanensis","Gynandropaa yunnanensis"
"Nanorana yunnanensis","Nanorana (Chaparana) yunnanensis"
"Nanorana yunnanensis","Nanorana bourreti"
"Nanorana yunnanensis","Nanorana yunnanensis"
"Nanorana yunnanensis","Paa (Gynandropaa) bourreti"
"Nanorana yunnanensis","Paa (Gynandropaa) yunnanensis"
"Nanorana yunnanensis","Paa (Paa) yunnanensis"
"Nanorana yunnanensis","Paa bourreti"
"Nanorana yunnanensis","Paa yunnanensis"
"Nanorana yunnanensis","Rana (Paa) bourreti"
"Nanorana yunnanensis","Rana (Paa) yunnanensis"
"Nanorana yunnanensis","Rana (Rana) yunnanensis"
"Nanorana yunnanensis","Rana bourreti"
"Nanorana yunnanensis","Rana yunnanensis"
"Nanorana zhaoermii","Nanorana (Paa) zhaoermii"
"Nanorana zhaoermii","Nanorana zhaoermii"
"Nanorana zhaoermii","Paa zhaoermii"
"Ombrana sikimensis","Chaparana (Ombrana) sikimensis"
"Ombrana sikimensis","Chaparana (Paa) sikimensis"
"Ombrana sikimensis","Chaparana sikimensis"
"Ombrana sikimensis","Nanorana sikimensis"
