"species","synonyms"
"Neurergus derjugini","Triturus crocatus derjugini"
"Neurergus derjugini","Triturus crocatus microspilotus"
"Neurergus kaiseri","Neurergus (Neurergus) kaiseri"
"Neurergus kaiseri","Neurergus crocatus kaiseri"
"Neurergus kaiseri","Neurergus kaiseri"
"Neurergus strauchii","Molge strauchii"
"Neurergus strauchii","Musergus strauchii"
"Neurergus strauchii","Musergus strauchii strauchii"
"Neurergus strauchii","Neurergus (Musergus) strauchii"
"Neurergus strauchii","Neurergus (Musergus) strauchii strauchii"
"Neurergus strauchii","Neurergus crocatus strauchii"
"Neurergus strauchii","Neurergus strauchii"
"Neurergus strauchii","Neurergus strauchii munzurensis"
"Neurergus strauchii","Neurergus strauchii strauchii"
"Neurergus strauchii","Triton crocatus forma strauchi"
"Neurergus strauchii","Triturus crocatus strauchii"
"Notophthalmus meridionalis","Diemictylus meridionalis"
"Notophthalmus meridionalis","Diemyctylus kallerti"
"Notophthalmus meridionalis","Diemyctylus meridionalis"
"Notophthalmus meridionalis","Diemyctylus miniatus meridionalis"
"Notophthalmus meridionalis","Diemyctylus viridescens meridionalis"
"Notophthalmus meridionalis","Molge meridionalis"
"Notophthalmus meridionalis","Notophthalmus (Rafinus) meridionalis"
"Notophthalmus meridionalis","Notophthalmus (Rafinus) meridionalis kallerti"
"Notophthalmus meridionalis","Notophthalmus (Rafinus) meridionalis meridionalis"
"Notophthalmus meridionalis","Notophthalmus kallerti"
"Notophthalmus meridionalis","Notophthalmus meridionalis"
"Notophthalmus meridionalis","Notophthalmus meridionalis kallerti"
"Notophthalmus meridionalis","Notophthalmus meridionalis meridionalis"
"Notophthalmus meridionalis","Notophthalmus viridescens kallerti"
"Notophthalmus meridionalis","Rafinus meridionalis"
"Notophthalmus meridionalis","Rafinus meridionalis kallerti"
"Notophthalmus meridionalis","Rafinus meridionalis meridionalis"
"Notophthalmus meridionalis","Triturus kallerti"
"Notophthalmus meridionalis","Triturus meridionalis"
"Notophthalmus perstriatus","Diemictylus viridescens perstriatus"
"Notophthalmus perstriatus","Diemyctylus perstriatus"
"Notophthalmus perstriatus","Notophthalmus (Notophthalmus) perstriatus"
"Notophthalmus perstriatus","Notophthalmus perstriatus"
"Notophthalmus perstriatus","Triturus perstriatus"
"Notophthalmus viridescens","Diemictylus viridescens"
"Notophthalmus viridescens","Diemictylus viridescens dorsalis"
"Notophthalmus viridescens","Diemictylus viridescens evergladensis"
"Notophthalmus viridescens","Diemictylus viridescens forma columbia"
"Notophthalmus viridescens","Diemictylus viridescens louisianensis"
"Notophthalmus viridescens","Diemictylus viridescens piaropicola"
"Notophthalmus viridescens","Diemyctylus minatus miniatus"
"Notophthalmus viridescens","Diemyctylus minatus viridescens"
"Notophthalmus viridescens","Diemyctylus minutus"
"Notophthalmus viridescens","Diemyctylus viridescens"
"Notophthalmus viridescens","Diemyctylus viridescens louisianensis"
"Notophthalmus viridescens","Diemyctylus viridescens var. vittatus"
"Notophthalmus viridescens","Diemyctylus viridescens viridescens"
"Notophthalmus viridescens","Molge ocellata"
"Notophthalmus viridescens","Molge viridescens"
"Notophthalmus viridescens","Notophthalma viridescens"
"Notophthalmus viridescens","Notophthalmus (Notophthalmus) viridescens dorsalis"
"Notophthalmus viridescens","Notophthalmus (Notophthalmus) viridescens louisianensis"
"Notophthalmus viridescens","Notophthalmus (Notophthalmus) viridescens piaropicola"
"Notophthalmus viridescens","Notophthalmus (Notophthalmus) viridescens viridescens"
"Notophthalmus viridescens","Notophthalmus miniatus"
"Notophthalmus viridescens","Notophthalmus viridescens"
"Notophthalmus viridescens","Notophthalmus viridescens dorsalis"
"Notophthalmus viridescens","Notophthalmus viridescens louisianensis"
"Notophthalmus viridescens","Notophthalmus viridescens piaropicola"
"Notophthalmus viridescens","Notophthalmus viridescens viridescens"
"Notophthalmus viridescens","Notophthalmus viridescens vittatus"
"Notophthalmus viridescens","Notopthalmus viridescens"
"Notophthalmus viridescens","Salamandra americana"
"Notophthalmus viridescens","Salamandra coccinea"
"Notophthalmus viridescens","Salamandra dorsalis"
"Notophthalmus viridescens","Salamandra greeni"
"Notophthalmus viridescens","Salamandra millepunctata"
"Notophthalmus viridescens","Salamandra punctatissima"
"Notophthalmus viridescens","Salamandra stellio"
"Notophthalmus viridescens","Salamandra symmetrica"
"Notophthalmus viridescens","Salamandra ventralis"
"Notophthalmus viridescens","Tristella symmetrica"
"Notophthalmus viridescens","Triton dorsalis"
"Notophthalmus viridescens","Triton millepunctatus"
"Notophthalmus viridescens","Triton punctatissimus"
"Notophthalmus viridescens","Triton symetricus"
"Notophthalmus viridescens","Triton viridescens"
"Notophthalmus viridescens","Triturus (Diemictylus) viridescens"
"Notophthalmus viridescens","Triturus (Notophthalmus) miniatus"
"Notophthalmus viridescens","Triturus (Triturus) viridescens"
"Notophthalmus viridescens","Triturus dorsalis"
"Notophthalmus viridescens","Triturus louisianensis"
"Notophthalmus viridescens","Triturus miniatus"
"Notophthalmus viridescens","Triturus viridescens"
"Notophthalmus viridescens","Triturus viridescens dorsalis"
"Notophthalmus viridescens","Triturus viridescens louisianae"
"Notophthalmus viridescens","Triturus viridescens louisianensis"
"Notophthalmus viridescens","Triturus viridescens symmetrica"
"Notophthalmus viridescens","Triturus viridescens viridescens"
"Ommatotriton nesterovi","Ommatotriton nesterovi"
"Ommatotriton nesterovi","Triturus ophryticus nesterovi"
"Ommatotriton ophryticus","Molge vittata ophrytica"
"Ommatotriton ophryticus","Molge vittatus ophryticus"
"Ommatotriton ophryticus","Ommatotriton ophryticus"
"Ommatotriton ophryticus","Triton ophryticus"
"Ommatotriton ophryticus","Triton vittatus forma ophrytica"
"Ommatotriton ophryticus","Triton vittatus subsp. ophrytica"
"Ommatotriton ophryticus","Triturus ophryticus"
"Ommatotriton ophryticus","Triturus ophryticus ophryticus"
"Ommatotriton ophryticus","Triturus vittatus ophryticus"
"Ommatotriton vittatus","Lissotriton vulgaris"
"Ommatotriton vittatus","Molge syriacus"
"Ommatotriton vittatus","Molge vittata"
"Ommatotriton vittatus","Molge vittatus"
"Ommatotriton vittatus","Molge vittatus cilicensis"
"Ommatotriton vittatus","Ommatotriton vittatus"
"Ommatotriton vittatus","Palaeotriton vittatus"
"Ommatotriton vittatus","Palaeotriton vittatus ciliciensis"
"Ommatotriton vittatus","Salamandra (Triton) vittatus"
"Ommatotriton vittatus","Salamandra vittatus"
"Ommatotriton vittatus","Triton (Palaeotriton) vittatus"
"Ommatotriton vittatus","Triton (Palaeotriton) vittatus ciliciensis"
"Ommatotriton vittatus","Triton vittatus"
"Ommatotriton vittatus","Triton vittatus chuldaensis"
"Ommatotriton vittatus","Triton vittatus ciliciensis"
"Ommatotriton vittatus","Triton vittatus forma cilicensis"
"Ommatotriton vittatus","Triton vittatus forma excubitor"
"Ommatotriton vittatus","Triton vittatus forma typica"
"Ommatotriton vittatus","Triton vittatus subsp. ciliciensis"
"Ommatotriton vittatus","Triton vittatus vittatus"
"Ommatotriton vittatus","Triturus (Palaeotriton) vittatus"
"Ommatotriton vittatus","Triturus (Triturus) vittatus"
"Ommatotriton vittatus","Triturus vittatus"
"Ommatotriton vittatus","Triturus vittatus cilicensis"
"Ommatotriton vittatus","Triturus vittatus excubitor"
"Ommatotriton vittatus","Triturus vittatus vittatus"
"Pachytriton airobranchiatus","Pachytriton airobranchiatus"
"Pachytriton archospotus","Pachytriton archospotus"
"Pachytriton brevipes","Cynops chinensis"
"Pachytriton brevipes","Pachytriton brevipes"
"Pachytriton brevipes","Triton brevipes"
"Pachytriton changi","Pachytriton changi"
"Pachytriton feii","Pachytriton feii"
"Pachytriton granulosus","Hypselotriton (Pingia) granulosus"
"Pachytriton granulosus","Hypselotriton granulosus"
"Pachytriton granulosus","Pachytriton granulosus"
"Pachytriton granulosus","Pingia granulosa"
"Pachytriton granulosus","Pingia granulosus"
"Pachytriton inexpectatus","Pachytriton inexpectatus"
"Pachytriton moi","Pachytriton moi"
"Pachytriton wuguanfui","Pachytriton wuguanfui"
"Pachytriton xanthospilos","Pachytriton xanthospilos"
"Paramesotriton aurantius","Paramesotriton aurantius"
"Paramesotriton caudopunctatus","Allomesotriton caudopunctatus"
"Paramesotriton caudopunctatus","Paramesotriton (Allomesotriton) caudopunctatus"
"Paramesotriton caudopunctatus","Paramesotriton caudomaculatus"
"Paramesotriton caudopunctatus","Paramesotriton caudopunctatus"
"Paramesotriton caudopunctatus","Trituroides caudopunctatus"
"Paramesotriton chinensis","Cynops chinensis"
"Paramesotriton chinensis","Diemictylus sinensis"
"Paramesotriton chinensis","Molge sinensis"
"Paramesotriton chinensis","Paramesotriton (Paramesotriton) chinensis"
"Paramesotriton chinensis","Paramesotriton chinensis"
"Paramesotriton chinensis","Paramesotriton chinensis chinensis"
"Paramesotriton chinensis","Triton (Cynops) chinensis"
"Paramesotriton chinensis","Triton chinensis"
"Paramesotriton chinensis","Triton sinesis"
"Paramesotriton chinensis","Trituroides chinensis"
"Paramesotriton chinensis","Triturus chinensis"
"Paramesotriton chinensis","Triturus sinensis"
"Paramesotriton chinensis","Triturus sinensis boringae"
"Paramesotriton chinensis","Triturus sinensis boringi"
"Paramesotriton deloustali","Mesotriton deloustali"
"Paramesotriton deloustali","Pachytriton deloustali"
"Paramesotriton deloustali","Paramesotriton (Paramesotriton) deloustali"
"Paramesotriton deloustali","Paramesotriton deloustali"
"Paramesotriton fuzhongensis","Paramesotriton (Paramesotriton) fuzhongensis"
"Paramesotriton fuzhongensis","Paramesotriton fuzhongensis"
"Paramesotriton guangxiensis","Paramesotriton (Paramesotriton) guangxiensis"
"Paramesotriton guangxiensis","Paramesotriton guangxiensis"
"Paramesotriton guangxiensis","Trituroides guangxiensis"
"Paramesotriton guangxiensis","Trituroides guanxiensis"
"Paramesotriton hongkongensis","Paramesotriton (Paramesotriton) hongkongensis"
"Paramesotriton hongkongensis","Paramesotriton chinensis hongkongensis"
"Paramesotriton hongkongensis","Paramesotriton hongkongensis"
"Paramesotriton hongkongensis","Trituroides hongkongensis"
"Paramesotriton labiatus","Molge labiatum"
"Paramesotriton labiatus","Pachytriton brevipes labiatus"
"Paramesotriton labiatus","Pachytriton labiatus"
"Paramesotriton labiatus","Paramesotriton (Paramesotriton) labiatus"
"Paramesotriton labiatus","Paramesotriton ermizhaoi"
"Paramesotriton labiatus","Paramesotriton labiatus"
"Paramesotriton longliensis","Allomesotriton longliensis"
"Paramesotriton longliensis","Karstotriton longliensis"
"Paramesotriton longliensis","Paramesotriton (Allomesotriton) longliensis"
"Paramesotriton longliensis","Paramesotriton (Karstotriton) longliensis"
"Paramesotriton longliensis","Paramesotriton (Paramesotriton) longliensis"
"Paramesotriton longliensis","Paramesotriton longliensis"
"Paramesotriton maolanensis","Allomesotriton maolanensis"
"Paramesotriton maolanensis","Karstotriton maolanensis"
"Paramesotriton maolanensis","Paramesotriton (Allomesotriton) maolanensis"
"Paramesotriton maolanensis","Paramesotriton (Karstotriton) maolanensis"
"Paramesotriton maolanensis","Paramesotriton maolanensis"
"Paramesotriton qixilingensis","Paramesotriton qixilingensis"
"Paramesotriton wulingensis","Paramesotriton (Paramesotriton) wulingensis"
"Paramesotriton wulingensis","Paramesotriton wulingensis"
"Paramesotriton yunwuensis","Paramesotriton (Paramesotriton) yunwuensis"
"Paramesotriton yunwuensis","Paramesotriton yunwuensis"
"Paramesotriton zhijinensis","Allomesotriton zhijinensis"
"Paramesotriton zhijinensis","Karstotriton zhiinensis"
"Paramesotriton zhijinensis","Paramesotriton (Allomesotriton) zhijinensis"
"Paramesotriton zhijinensis","Paramesotriton (Karstotriton) zhiinensis"
"Paramesotriton zhijinensis","Paramesotriton (Paramesotriton) zhijinensis"
"Paramesotriton zhijinensis","Paramesotriton zhiinensis"
"Paramesotriton zhijinensis","Paramesotriton zhijinensis"
"Pleurodeles nebulosus","Pleurodeles nebulosus"
"Pleurodeles nebulosus","Triton nebulosus"
"Pleurodeles poireti","Euproctus poireti"
"Pleurodeles poireti","Glossoliga Hagenmulleri"
"Pleurodeles poireti","Glossoliga poireti"
"Pleurodeles poireti","Molge hagenmuelleri"
"Pleurodeles poireti","Molge poireti"
"Pleurodeles poireti","Pleurodeles (Pleurodeles) poireti"
"Pleurodeles poireti","Pleurodeles hagenmülleri"
"Pleurodeles poireti","Pleurodeles poireti"
"Pleurodeles poireti","Pleurodeles poireti hagenmuelleri"
"Pleurodeles poireti","Pleurodeles poireti hagenmülleri"
"Pleurodeles poireti","Pleurodeles poireti poireti"
"Pleurodeles poireti","Salamandra fenestratus"
"Pleurodeles poireti","Triton (Pleurodeles) hagenmülleri"
"Pleurodeles poireti","Triton (Pleurodeles) poireti"
"Pleurodeles poireti","Triton hagenmülleri"
"Pleurodeles poireti","Triton poireti"
"Pleurodeles poireti","Triturus hagenmulleri"
"Pleurodeles poireti","Triturus poireti"
"Pleurodeles waltl","Bradybates ventricosus"
"Pleurodeles waltl","Molge waltlii"
"Pleurodeles waltl","Pleurodeles (Pleurodeles) waltl"
"Pleurodeles waltl","Pleurodeles exasperatus"
"Pleurodeles waltl","Pleurodeles waltelei"
"Pleurodeles waltl","Pleurodeles waltl"
"Pleurodeles waltl","Pleurodeles waltli"
"Pleurodeles waltl","Pleurodeles waltlii"
"Pleurodeles waltl","Pleurodeles Watlii"
"Pleurodeles waltl","Salamandra fenestrata"
"Pleurodeles waltl","Salamandra funebris"
"Pleurodeles waltl","Salamandra major"
"Pleurodeles waltl","Salamandra pleurodeles"
"Pleurodeles waltl","Triton (Pleurodeles) waltlii"
"Pleurodeles waltl","Triton costatus"
"Pleurodeles waltl","Triton pleurodelus"
"Pleurodeles waltl","Triton waltli"
"Pleurodeles waltl","Triton waltlii"
"Pleurodeles waltl","Triturus (Triturus) waltli"
"Pleurodeles waltl","Triturus waltli"
"Taricha granulosa","Salamandra (Triton) granulosa"
"Taricha granulosa","Salamandra granulosa"
"Taricha granulosa","Taricha (Taricha) granulosa"
"Taricha granulosa","Taricha (Taricha) granulosa granulosa"
"Taricha granulosa","Taricha (Taricha) granulosa mazamae"
"Taricha granulosa","Taricha granulosa"
"Taricha granulosa","Taricha granulosa granulosa"
"Taricha granulosa","Taricha granulosa mazamae"
"Taricha granulosa","Taricha granulosa similans"
"Taricha granulosa","Taricha torosa granulosa"
"Taricha granulosa","Taricha torosa mazamae"
"Taricha granulosa","Taricha torosa simulans"
"Taricha granulosa","Taricha torosa twittyi"
"Taricha granulosa","Triton granulosa"
"Taricha granulosa","Triturus granulosus"
"Taricha granulosa","Triturus granulosus granulosus"
"Taricha granulosa","Triturus granulosus mazamae"
"Taricha granulosa","Triturus granulosus similans"
"Taricha granulosa","Triturus granulosus twittyi"
"Taricha granulosa","Triturus similans"
"Taricha rivularis","Taricha (Twittya) granulosa"
"Taricha rivularis","Taricha granulosa"
"Taricha rivularis","Taricha rivularis"
"Taricha rivularis","Triturus rivularis"
"Taricha rivularis","Twittya granulosa"
"Taricha sierrae","Taricha (Taricha) sierrae"
"Taricha sierrae","Taricha sierrae"
"Taricha sierrae","Taricha torosa sierrae"
"Taricha sierrae","Triturus sierrae"
"Taricha sierrae","Triturus torosus sierrae"
"Taricha torosa","Amblystoma rubrum"
"Taricha torosa","Cynops torosus"
"Taricha torosa","Diemictylus torosus"
"Taricha torosa","Diemyctylus torosus"
"Taricha torosa","Molge torosa"
"Taricha torosa","Notophthalmus torosus"
"Taricha torosa","Pleurodeles californiae"
"Taricha torosa","Salamandra beecheyi"
"Taricha torosa","Taricha (Taricha) torosa"
"Taricha torosa","Taricha klauberi"
"Taricha torosa","Taricha laevis"
"Taricha torosa","Taricha torosa"
"Taricha torosa","Taricha torosa forma monstrosa"
"Taricha torosa","Taricha torosa klauberi"
"Taricha torosa","Taricha torosa torosa"
"Taricha torosa","Triton Ermani"
"Taricha torosa","Triton laevis"
"Taricha torosa","Triton torosa"
"Taricha torosa","Triton torosus"
"Taricha torosa","Triturus klauberi"
"Taricha torosa","Triturus torosus"
"Taricha torosa","Triturus torosus klauberi"
"Triturus anatolicus","Triturus anatolicus"
"Triturus carnifex","Alethotriton cristatus platycephalus"
"Triturus carnifex","Gecko carnifex"
"Triturus carnifex","Molge cristatus carnifex var. neapolitana"
"Triturus carnifex","Neotriton carnifex"
"Triturus carnifex","Neotriton carnifex carnifex"
"Triturus carnifex","Petraponia nigra"
"Triturus carnifex","Salamandra carnifex"
"Triturus carnifex","Salamandra platycauda"
"Triturus carnifex","Triton (Alethotriton) cristatus platycephalus"
"Triturus carnifex","Triton (Neotriton) carnifex"
"Triturus carnifex","Triton (Neotriton) carnifex carnifex"
"Triturus carnifex","Triton carnifex"
"Triturus carnifex","Triton carnifex carnifex"
"Triturus carnifex","Triton cristatus carnifex forma alpina"
"Triturus carnifex","Triton cristatus platycephalus"
"Triturus carnifex","Triton cristatus var. carnifex"
"Triturus carnifex","Triton nycthemerus"
"Triturus carnifex","Triturus (Triturus) carnifex"
"Triturus carnifex","Triturus carnifex"
"Triturus carnifex","Triturus cristatus carnifex"
"Triturus carnifex","Triturus cristatus platycauda"
"Triturus cristatus","Alethotriton cristatus"
"Triturus cristatus","Alethotriton cristatus cuclocephalus"
"Triturus cristatus","Alethotriton marmoratus"
"Triturus cristatus","Gecko palustris"
"Triturus cristatus","Hemisalamandra cristata"
"Triturus cristatus","Lacerta americana"
"Triturus cristatus","Lacerta lacustris"
"Triturus cristatus","Lacerta porosa"
"Triturus cristatus","Lacerta triton"
"Triturus cristatus","Lacertus aquatilis"
"Triturus cristatus","Molge blasii"
"Triturus cristatus","Molge blasiusi"
"Triturus cristatus","Molge cristata"
"Triturus cristatus","Molge cristata var. flavigastra"
"Triturus cristatus","Molge palustris var. icterica"
"Triturus cristatus","Molge palustris var. leydigi"
"Triturus cristatus","Molge palustris var. olivacea"
"Triturus cristatus","Molge palustris var. sulfureo-gastra"
"Triturus cristatus","Neotriton blasii"
"Triturus cristatus","Neotriton cristatus"
"Triturus cristatus","Neotriton cristatus cristatus"
"Triturus cristatus","Salamandra (Triton) cristata"
"Triturus cristatus","Salamandra cristata"
"Triturus cristatus","Salamandra lati-caudata"
"Triturus cristatus","Salamandra platyura"
"Triturus cristatus","Salamandra pruinata"
"Triturus cristatus","Triton (Alethotriton) cristatus"
"Triturus cristatus","Triton (Alethotriton) cristatus cuclocephalus"
"Triturus cristatus","Triton (Alethotriton) marmoratus"
"Triturus cristatus","Triton (Neotriton) blasii"
"Triturus cristatus","Triton (Neotriton) cristatus cristatus"
"Triturus cristatus","Triton (Triton) Blasii"
"Triturus cristatus","Triton (Triton) cristatus"
"Triturus cristatus","Triton americanus"
"Triturus cristatus","Triton asper"
"Triturus cristatus","Triton bibronii"
"Triturus cristatus","Triton blasii"
"Triturus cristatus","Triton Blasii"
"Triturus cristatus","Triton cristata"
"Triturus cristatus","Triton cristatus"
"Triturus cristatus","Triton cristatus cristatus"
"Triturus cristatus","Triton cristatus cuclocephalus"
"Triturus cristatus","Triton cristatus var. icterica"
"Triturus cristatus","Triton cristatus var. luteiventris"
"Triturus cristatus","Triton cristatus var. nigriventris"
"Triturus cristatus","Triton intermedius"
"Triturus cristatus","Triton lobatus subsp. meridionalis"
"Triturus cristatus","Triton marmoratus"
"Triturus cristatus","Triton marmoratus var. blasii"
"Triturus cristatus","Triton trouessarti"
"Triturus cristatus","Triturus (Triturus) cristatus"
"Triturus cristatus","Triturus cristatus"
"Triturus cristatus","Triturus cristatus cristatus"
"Triturus cristatus","Triturus palustris"
"Triturus dobrogicus","Molge cristata danubialis forma smederevana"
"Triturus dobrogicus","Molge macrosoma"
"Triturus dobrogicus","Neotriton cristatus danubialis"
"Triturus dobrogicus","Triton (Neotriton) cristatus danubialis"
"Triturus dobrogicus","Triton cristatus cristatus forma dobrogica"
"Triturus dobrogicus","Triton cristatus danubialis"
"Triturus dobrogicus","Triton cristatus danubialis forma werneri"
"Triturus dobrogicus","Triton cristatus var. dobrogicus"
"Triturus dobrogicus","Triturus (Triturus) dobrogicus"
"Triturus dobrogicus","Triturus (Triturus) dobrogicus dobrogicus"
"Triturus dobrogicus","Triturus (Triturus) dobrogicus macrosoma"
"Triturus dobrogicus","Triturus cristatus danubialis"
"Triturus dobrogicus","Triturus cristatus danubialis var. intermedia"
"Triturus dobrogicus","Triturus cristatus dobrogicus"
"Triturus dobrogicus","Triturus dobrogicus"
"Triturus dobrogicus","Triturus dobrogicus dobrogicus"
"Triturus dobrogicus","Triturus dobrogicus macrosoma"
"Triturus dobrogicus","Triturus dobrogicus macrosomus"
"Triturus ivanbureschi","Triton cristatus karelini forma byzanthina"
"Triturus ivanbureschi","Triton cristatus karelinii forma bureschi"
"Triturus ivanbureschi","Triturus (Triturus) karelinii arntzeni"
"Triturus ivanbureschi","Triturus arntzeni"
"Triturus ivanbureschi","Triturus ivanbureschi"
"Triturus ivanbureschi","Triturus karelinii arntzeni"
"Triturus karelinii","Molge cristata var. karelinii"
"Triturus karelinii","Molge cristata var. longipes"
"Triturus karelinii","Neotriton carnifex karelinii"
"Triturus karelinii","Triton (Neotriton) carnifex karelinii"
"Triturus karelinii","Triton carnifex karelinii"
"Triturus karelinii","Triton cristatus karelini forma taurica"
"Triturus karelinii","Triton cristatus var. karelinii"
"Triturus karelinii","Triton karelinii"
"Triturus karelinii","Triton longipes"
"Triturus karelinii","Triturus (Triturus) karelinii"
"Triturus karelinii","Triturus (Triturus) karelinii karelinii"
"Triturus karelinii","Triturus cristatus karelinii"
"Triturus karelinii","Triturus cristatus karelinii forma rilaica"
"Triturus karelinii","Triturus karelinii"
"Triturus karelinii","Triturus karelinii karelinii"
"Triturus karelinii","Turanomolge mensbieri"
"Triturus karelinii","Turanomolge menzbieri"
"Triturus macedonicus","Molge karelinii var. macedonica"
"Triturus macedonicus","Triturus (Triturus) karelinii arntzeni"
"Triturus macedonicus","Triturus (Triturus) macedonicus"
"Triturus macedonicus","Triturus arntzeni"
"Triturus macedonicus","Triturus carnifex macedonicus"
"Triturus macedonicus","Triturus cristatus carnifex var. albanicus"
"Triturus macedonicus","Triturus karelinii arntzeni"
"Triturus macedonicus","Triturus macedonicus"
"Triturus marmoratus","Alethotriton marmoratus"
"Triturus marmoratus","Hemisalamandra marmorata"
"Triturus marmoratus","Molge blasiusi"
"Triturus marmoratus","Molge marmorata"
"Triturus marmoratus","Neotriton marmoratus"
"Triturus marmoratus","Pyronicia marmorata"
"Triturus marmoratus","Pyronicia marmoratus"
"Triturus marmoratus","Salamandra elegans"
"Triturus marmoratus","Salamandra marbree"
"Triturus marmoratus","Salamandra marmorata"
"Triturus marmoratus","Salamandra variegata"
"Triturus marmoratus","Triton (Alethotriton) marmoratus"
"Triturus marmoratus","Triton (Neotriton) marmoratus"
"Triturus marmoratus","Triton (Triton) marmoratus"
"Triturus marmoratus","Triton blasii"
"Triturus marmoratus","Triton gesneri"
"Triturus marmoratus","Triton marmoratus"
"Triturus marmoratus","Triton trouessarti"
"Triturus marmoratus","Triturus (Pyronicia) marmoratus"
"Triturus marmoratus","Triturus (Triturus) marmoratus"
"Triturus marmoratus","Triturus marmoratus"
"Triturus marmoratus","Triturus marmoratus marmoratus"
"Triturus pygmaeus","Pyronicia pygmaeus"
"Triturus pygmaeus","Triton marmoratus forma pygmaea"
"Triturus pygmaeus","Triturus (Pyronicia) pygmaeus"
"Triturus pygmaeus","Triturus marmoratus pygmaeus"
"Triturus pygmaeus","Triturus pygmaeus"
"Tylototriton anguliceps","Tylototriton anguliceps"
"Tylototriton anhuiensis","Tylototriton (Yaotriton) anhuiensis"
"Tylototriton anhuiensis","Tylototriton anhuiensis"
"Tylototriton anhuiensis","Yaotriton anhuiensis"
"Tylototriton asperrimus","Echinotriton asperrimus"
"Tylototriton asperrimus","Echinotriton asperrimus asperrimus"
"Tylototriton asperrimus","Pleurodeles (Echinotriton) asperrimus"
"Tylototriton asperrimus","Pleurodeles (Tylototrion) asperrimus asperrimus"
"Tylototriton asperrimus","Pleurodeles asperrimus"
"Tylototriton asperrimus","Pleurodeles asperrimus asperrimus"
"Tylototriton asperrimus","Tylototrion asperrimus"
"Tylototriton asperrimus","Tylototrion asperrimus asperrimus"
"Tylototriton asperrimus","Tylototriton (Echinotriton) asperrimus"
"Tylototriton asperrimus","Tylototriton (Yaotriton) asperrimus"
"Tylototriton asperrimus","Tylototriton asperrimus"
"Tylototriton asperrimus","Tylototriton asperrimus asperrimus"
"Tylototriton asperrimus","Yaotriton asperrimus"
"Tylototriton broadoridgus","Tylototriton (Yaotriton) broadoridgus"
"Tylototriton broadoridgus","Tylototriton broadoridgus"
"Tylototriton broadoridgus","Yaotriton broadoridgus"
"Tylototriton dabienicus","Tylototriton (Yaotriton) dabienicus"
"Tylototriton dabienicus","Tylototriton dabienicus"
"Tylototriton dabienicus","Tylototriton wenxianensis dabienicus"
"Tylototriton dabienicus","Yaotriton dabienicus"
"Tylototriton hainanensis","Echinotriton hainanensis"
"Tylototriton hainanensis","Pleurodeles (Echinotriton) hainanensis"
"Tylototriton hainanensis","Pleurodeles (Tylototrion) hainanensis"
"Tylototriton hainanensis","Pleurodeles hainanensis"
"Tylototriton hainanensis","Tylototrion hainanensis"
"Tylototriton hainanensis","Tylototriton (Yaotriton) hainanensis"
"Tylototriton hainanensis","Tylototriton hainanensis"
"Tylototriton hainanensis","Yaotriton hainanensis"
"Tylototriton himalayanus","Tylototriton (Tylototriton) himalayanus"
"Tylototriton himalayanus","Tylototriton himalayanus"
"Tylototriton kachinorum","Tylototriton kachinorum"
"Tylototriton kweichowensis","Pleurodeles (Tylototriton) kweichowensis"
"Tylototriton kweichowensis","Pleurodeles kweichowensis"
"Tylototriton kweichowensis","Qianotriton kweichowensis"
"Tylototriton kweichowensis","Qiantriton kweichowensis"
"Tylototriton kweichowensis","Tylototriton (Qianotriton) kweichowensis"
"Tylototriton kweichowensis","Tylototriton (Qiantriton) kweichowensis"
"Tylototriton kweichowensis","Tylototriton (Tylototriton) kweichowensis"
"Tylototriton kweichowensis","Tylototriton kweichowensis"
"Tylototriton liuyangensis","Tylototriton liuyangensis"
"Tylototriton liuyangensis","Yaotriton liuyangensis"
"Tylototriton lizhengchangi","Tylototriton (Yaotrion) lizhengchangi"
"Tylototriton lizhengchangi","Tylototriton lizhengchangi"
"Tylototriton lizhengchangi","Yaotrion lizhengchangi"
"Tylototriton lizhengchangi","Yaotriton lizhengchangi"
"Tylototriton ngarsuensis","Tylototriton ngarsuensis"
"Tylototriton notialis","Tylototriton (Yaotriton) notialis"
"Tylototriton notialis","Tylototriton notialis"
"Tylototriton notialis","Yaotriton notialis"
"Tylototriton panhai","Tylototriton (Yaotriton) panhai"
"Tylototriton panhai","Tylototriton panhai"
"Tylototriton panhai","Yaotriton panhai"
"Tylototriton podichthys","Tylototriton (Tylototriton) podichthys"
"Tylototriton podichthys","Tylototriton podichthys"
"Tylototriton pseudoverrucosus","Tylototriton (Tylototriton) pseudoverrucosus"
"Tylototriton pseudoverrucosus","Tylototriton pseudoverrucosus"
"Tylototriton shanjing","Tylototriton (Tylototriton) pulcherrima"
"Tylototriton shanjing","Tylototriton (Tylototriton) shanjing"
"Tylototriton shanjing","Tylototriton (Tylototriton) verrucosus pulcherrima"
"Tylototriton shanjing","Tylototriton pulcherrima"
"Tylototriton shanjing","Tylototriton shanjing"
"Tylototriton shanjing","Tylototriton verrucosus pulcherrima"
"Tylototriton shanjing","Tylototriton verrucosus shanjing"
"Tylototriton shanorum","Tylototriton (Tylototriton) shanorum"
"Tylototriton shanorum","Tylototriton shanorum"
"Tylototriton taliangensis","Liangshantriton taliangensis"
"Tylototriton taliangensis","Pleurodeles (Tylototriton) taliangensis"
"Tylototriton taliangensis","Pleurodeles taliangensis"
"Tylototriton taliangensis","Tylototriton (Tylototriton) taliangensis"
